HUGO_GeneName	EntrezID
RNA5SP492	100873734
RN7SKP254	106481820
SNORD33	26818
ERV3-1-ZNF117	109504726
LINC01132	100506810
CRB2	286204
SHISA2	387914
PEX7	5191
PIK3CG	5294
TMEM192	201931
POU2F3	25833
CSNK1A1L	122011
RN7SL620P	106479448
PRKCZ	5590
RN7SKP121	106481811
GLI2	2736
ATAD2	29028
EEF1AKMT2	399818
AGTRAP	57085
LOC105377590	105377590
PTENP1-AS	101243555
OSBP	5007
RNU6-578P	106481904
STAC	6769
TMEM114	283953
ZDHHC24	254359
RPS12P20	100271549
EEF1DP6	644357
KRTAP6-2	337967
SLC25A18	83733
LOC105370792	105370792
SULT2A1	6822
H2AC12	85235
LINC01471	101927149
FAM241A	132720
LINC00092	100188953
GFM2	84340
LOC100130207	100130207
GEMIN7-AS1	105372419
FBN3	84467
ESR1	2099
PDZD9	255762
MTG2	26164
MTHFD2P2	106480237
THEGL	100506564
RPL17P22	727984
SALL4	57167
OR10J4	391121
KRT18P13	392371
DMGDH	29958
KLF7	8609
ISM1	140862
SIRPB1	10326
RN7SKP91	106480861
GNG12-AS1	100289178
NCALD	83988
GOT1	2805
MB21D2	151963
BNIP3P9	106480280
LGALS1	3956
KLHL31	401265
SMTNL1	219537
RPL37P12	100271017
MAN2B1	4125
LINC00866	100505561
ZNF860	344787
SEZ6L	23544
KDM4A	9682
OR2AT1P	390225
RPS6P11	100270866
CLEC4E	26253
CHRNA6	8973
AKIRIN1P1	100418731
LINC00421	100287114
CDK1	983
YME1L1	10730
ERP27	121506
RPL18P9	100129645
GON7	84520
TMEM163	81615
LOC100128310	100128310
MAP3K9	4293
LINC00870	201617
LINC01360	101927295
CRISPLD1	83690
KLF12	11278
SNORD77B	109616982
OPRK1	4986
CEP104	9731
RNU6-291P	106479696
PVALB	5816
RNU6-64P	100873769
RPRD2	23248
ACYP2	98
NKD2	85409
KIAA0930	23313
MEMO1	51072
RPL37P5	654369
APEX1	328
LINC01841	105372288
LINC01333	101929082
ZNF555	148254
SNORD116-27	100033439
RXRG	6258
LFNG	3955
IFITM4P	340198
XRN1	54464
UGT2A2	574537
KPNA4	3840
C20orf85	128602
ZFAND2A	90637
RN7SL835P	106479526
HSPD1	3329
AP1G2	8906
RPL21P131	388532
EIF3L	51386
NUDT11	55190
VRTN	55237
HMGN1	3150
RNU6-1152P	106480073
RNU6-1235P	106480701
PPP1R21	129285
FUCA2	2519
SPANXN5	494197
CYP26B1	56603
CXCL11	6373
SPTAN1	6709
TTC4P1	222052
FAM110D	79927
PRKAB1	5564
HMGN1P33	100874446
RNU6-615P	106480595
RNPS1	10921
UQCC1	55245
SNORD115-31	100033805
TRPM6	140803
OFD1P1Y	378009
ZNF710-AS1	109729181
LINC00402	100507612
RNU1-119P	106480668
LRP8	7804
LOC100421201	100421201
NUBP2	10101
PKNOX1	5316
GZMK	3003
ASPG	374569
LOC100652833	100652833
BTBD7P2	100420392
NLRC5	84166
RNF25	64320
RN7SL820P	106480535
P4HTM	54681
ATP5POP1	100132849
MTATP6P9	106479044
ALOXE3	59344
TP53BP1	7158
WSPAR	105664404
KCNIP1	30820
RPL5P21	100270838
TIMM23B-AGAP6	113218477
HEATR1	55127
AURKC	6795
TOMM34	10953
EGFLAM-AS4	100852408
KRTAP5-10	387273
NPIPA1	9284
THRA1/BTR	105371807
MPRIP	23164
SLC17A3	10786
RAG1	5896
RPL21P28	100131205
NKX2-1-AS1	100506237
RIMKLA	284716
FAM76A	199870
RN7SL454P	106479388
WWTR1	25937
LOC101927143	101927143
LOC105374758	105374758
ABCB9	23457
BCORP1	286554
RN7SL340P	106481016
LTB4R2	56413
KNOP1	400506
HHIP	64399
MRPL23	6150
FAM200B	285550
CYP4B1	1580
SLC25A31	83447
LCA5L	150082
PMAIP1	5366
OR4C13	283092
SEPHS1P6	729399
POLR2J4	84820
MFN1	55669
GINS2	51659
DHRS12	79758
LINC02070	101927494
TOP2B	7155
HDAC6	10013
PTP4A3	11156
RTN1	6252
RPAIN	84268
RNU6-1323P	106481598
TMEM38B	55151
SPDYC	387778
C10orf82	143379
OR4D5	219875
MYH6	4624
MRPS27	23107
OR56A1	120796
WDR88	126248
LINC02534	105377962
TXNDC11	51061
RNA5SP295	100873548
PHEX-AS1	100873942
CDCA8	55143
LOC285766	285766
LINC00574	80069
RN7SL255P	106479315
RNU6-1281P	106480125
RN7SL244P	106479311
TLR1	7096
RPL23P6	646949
BANK1	55024
MS4A6E	245802
LOC100131939	100131939
GOSR2	9570
TEX36-AS1	100169752
CLEC2B	9976
RPL37P6	346950
LINC01864	101928886
ROM1	6094
MMP19	4327
LINC01962	102577426
PSMB8	5696
ATP4B	496
RNU6-1213P	106481563
MYOCD	93649
PSMA4	5685
FAM138F	641702
LOC102724357	102724357
STK11IP	114790
RAPH1	65059
RNU6-224P	106479666
OIT3	170392
CELF4	56853
EIF2AP1	100874393
MRPS33	51650
SIPA1L1	26037
GRK2	156
BRD3	8019
PIMREG	54478
WFDC9	259240
LOC102723536	102723536
ADAMTS3	9508
LOC100127954	100127954
RNU6ATAC21P	106479552
ESRG	790952
CREB3L2-AS1	100130880
DHX33	56919
DCK	1633
RNU6-648P	106479853
BVES-AS1	154442
ZNF146	7705
SNRPEP8	100874423
PIAS1	8554
MYPN	84665
CHCHD1	118487
PRR35	146325
SUMO2P19	100422265
SNORD114-28	767609
LOC101928401	101928401
LINC00616	641365
LOC110467523	110467523
PLA2G2E	30814
TCP11X1	100996631
THOC3	84321
SPINT3	10816
APCDD1L-DT	149773
RETREG2	79137
OR4K5	79317
RNA5SP309	100873583
LOC644335	644335
MESP1	55897
ZNF283	284349
CRTAC1	55118
SV2B	9899
MCOLN1	57192
RNU6-879P	106481456
HSD17B4	3295
CLUHP10	107161230
AK9	221264
LOC102723971	102723971
APC2	10297
GCM2	9247
LINC02145	401172
RPS13P8	645630
MEOX1	4222
VPS36	51028
DUSP4	1846
PLCXD1	55344
CFAP410	755
SNORD58B	26790
RNA5SP335	106479007
NDUFA3P2	106479051
KRTAP13-4	284827
RNU4ATAC5P	106481156
MAGEB3	4114
SSTR5-AS1	146336
MSGN1	343930
RNA5SP357	100873616
FAXDC2	10826
ARFGAP1	55738
WNT9A	7483
THRSP	7069
LOC105375861	105375861
LINC01205	401082
CXorf49B	100132994
TBC1D12	23232
AGAP2-AS1	100130776
SPCS2P1	100131250
VWA5B2	90113
RBBP4P4	727842
FOLR3	2352
TEX14	56155
DPRXP3	503644
ZNF14	7561
RPS24P17	100216341
KLC4	89953
PIGC	5279
FBXW12	285231
CCDC3	83643
NPRL3	8131
DDOST	1650
SLC5A3	6526
S100B	6285
LOC101929524	101929524
RNA5SP395	100873648
TSPAN18	90139
PTPMT1	114971
LHFPL4	375323
DPYD-AS2	100873933
RPL13P5	283345
PCLAF	9768
FGF14-AS1	100874081
SLC2A6	11182
IGDCC3	9543
VHL	7428
ZNF595	152687
LARP4	113251
LINC00293	497634
RPL7AP57	100271537
IRF4	3662
FSCN3	29999
TMEM167A	153339
RNU6-1106P	106480053
RNF213-AS1	100294362
SLAMF7	57823
NAV2	89797
CCL16	6360
ACBD5	91452
TUBA3GP	645348
RAI2	10742
PTOV1-AS1	100506033
ENO2	2026
TDGF1P3	6998
ARHGEF38	54848
SYT5	6861
RNU6-1319P	106480142
SEPTIN7	989
RPL7AP52	100271534
ZNF32	7580
SLC2A10	81031
PARD6B	84612
KIAA2013	90231
STRIT1	100507537
TCP11	6954
LINC00851	440757
ALG11	440138
FRMD1	79981
TRPC6	7225
GJA3	2700
RNF216P1	441191
SNORA70B	100124537
KIAA0753	9851
RNU6-1256P	106480114
STON1-GTF2A1L	286749
ZNF135	7694
PXMP2	5827
TMPOP2	100533619
DNAH7	56171
HIGD1AP8	100874451
SMCO1	255798
SPDYE17	102723849
LRFN3	79414
LOC100131072	100131072
NIFK-AS1	254128
RNU6-176P	106479644
ACTP1	106480335
GLP1R	2740
ZPR1	8882
LCN12	286256
NOL3	8996
PTPRO	5800
RNA5SP122	100873392
FRG2IP	106480351
LENG8-AS1	104355426
ALOX5AP	241
H2BU1	128312
RN7SL185P	106479289
TBC1D3P1	400609
RN7SL18P	106480927
HMGCL	3155
TRIM72	493829
ESCO1	114799
USP17L2	377630
LOC730098	730098
SPATA31A6	389730
TIAM2	26230
OR8I2	120586
CSF1	1435
PTP4A1P5	100289380
MFSD12	126321
SEC24D	9871
LOC100421387	100421387
SPAG16	79582
LOC101928093	101928093
RAB9AP1	100287200
RAI14	26064
PCDH20	64881
PTGER3	5733
MYO1D	4642
RN7SKP167	106479169
ZNF564	163050
RNU2-19P	106481959
OR9R1P	81140
LCMT2	9836
SHROOM3	57619
MSL1	339287
TEX41	401014
F11	2160
HK1	3098
CDC42SE2	56990
AARD	441376
LOC102724934	102724934
NACA3P	389240
RNU2-59P	106480223
VARS2	57176
RNU6-465P	106481326
DUX4L22	102723495
LOC730101	730101
RNU6-203P	106479657
RNU6-747P	106480399
GNA12	2768
MAGEB2	4113
OR10A2	341276
DPCD	25911
ATP1A1	476
CCDC61	729440
DHRS4L2	317749
MTCO3P13	107075224
RHBDF2	79651
LOC105375589	105375589
ACADSB	36
HLA-A	3105
RN7SKP88	106480860
HOXD12	3238
LSINCT5	101234261
FASTK	10922
RNU6-544P	106481353
CCDC126	90693
DARS2	55157
ESCO2	157570
NEAT1	283131
ATF7IP2	80063
SLC27A4	10999
OR6E1P	79323
LINC01857	102724714
KCNB2	9312
ZNF333	84449
VPS9D1	9605
LOC101927020	101927020
BBOF1	80127
C5orf24	134553
LOC101929128	101929128
GLUD1P3	2749
OR2T5	401993
TAF8	129685
RPL27P7	100129234
TMEM179B	374395
RN7SL552P	106481072
MYOG	4656
SEC1P	653677
ZNF174	7727
NKX1-2	390010
RTCA	8634
RNU6-1260P	106481578
NAIP	4671
KIAA1217	56243
NME2P2	100289315
RPL7AP73	100873817
SLC10A3	8273
PRR23D1	100131608
GSTM3	2947
PHOSPHO2	493911
GGTLC1	92086
ARMC10	83787
WDCP	80304
DRAP1	10589
LINC01063	101929769
LINC01692	339622
RNU6-555P	106479813
NTRK2	4915
PZP	5858
LOC100996288	100996288
SEPTIN8	23176
RNU1-39P	106481953
ZC3H13	23091
LOC105369391	105369391
SAMD11	148398
RPSAP70	105377595
LRFN4	78999
SLK	9748
PTAFR	5724
LOC100420880	100420880
RAD23BP1	131185
C1orf115	79762
RNA5SP124	100873394
TMCC2	9911
RPL19P18	100271288
SBK2	646643
LOC101929141	101929141
GOLGA2	2801
LOC100420066	100420066
SUPT16H	11198
NRP2	8828
ZNF652	22834
ENPP7P11	100421806
RNU7-35P	100147822
DRC3	83450
TRIM26	7726
SNORD114-10	767588
HMGCLL1	54511
LGALS7B	653499
CDC42EP3	10602
GJA5	2702
PCSK4	54760
LRRN1	57633
BEND3	57673
MRPL35P2	359743
LOC100419783	100419783
ARFGAP3	26286
RNU1-133P	106481631
PRM3	58531
XIRP1	165904
KRT76	51350
BRAP	8315
MSH5	4439
FER1L4	80307
RPS15AP6	100271141
ALDH5A1	7915
FMR1-AS1	100126270
RN7SKP80	106479130
MTCYBP35	109729150
HSPD1P5	345041
ERICH6	131831
RPS15AP3	326317
HEYL	26508
RPL37P9	100270828
ADAM9	8754
CLDN10-AS1	100874194
VCPKMT	79609
CCND3	896
NFIA-AS2	100996570
LOC101928850	101928850
CHST15	51363
CRPPA	729920
CRTC1P1	129656
GACAT3	104797537
DUX4L14	728022
OR13C5	138799
NOX3	50508
LINC02763	101928823
LOC100421009	100421009
KLRC2	3822
MTDHP4	100418834
SGCD	6444
RN7SL390P	106479366
RNU6-304P	106481275
CBX4	8535
RGS13	6003
FRMD5	84978
PODNL1	79883
SOS2	6655
RNU7-46P	100147833
SECTM1	6398
MAD1L1	8379
TEX26	122046
NDUFA5	4698
KRTAP1-3	81850
RNU1-45P	106481610
LINC01451	401561
SEC61B	10952
BZW2	28969
OOSP2	219990
CKAP2	26586
NDUFB2	4708
SH3GLB2	56904
RPGRIP1	57096
NT5C3A	51251
SLC44A2	57153
LOC100288728	100288728
DTWD2	285605
INPP4B	8821
KLRC1	3821
NOP53	29997
ZSWIM2	151112
FADD	8772
KRT74	121391
TSSK2	23617
RN7SL502P	106479407
RPL37P21	100271516
RPL35AP18	100271321
CPSF3	51692
PARD3	56288
MRPL37	51253
SF3A3	10946
RNU6-98P	106479609
SRGAP2C	653464
RBMX2	51634
DDX60	55601
LRRC3C	100505591
FCRL3	115352
IL17F	112744
EZH1	2145
PCDHA3	56145
RNU6-1332P	106480660
RNU6-27P	106478918
OCEL1	79629
MOCS3	27304
PIK3R6	146850
H3P19	115482709
OR14J1	442191
LOC283731	283731
MAPRE3-AS1	100129724
TBCEL	219899
BMP2	650
TUBB8	347688
VN1R64P	730196
GPHN	10243
TM9SF1	10548
LINC02206	102723481
RIPOR2	9750
EIF4A1P12	100462830
WTAP	9589
ZDHHC19	131540
DNAAF2	55172
MPP5	64398
LOC100421622	100421622
LINC02053	100505609
CFAP126	257177
G2E3-AS1	105370431
HROB	78995
LINC02210	147081
CCR2	729230
PAF1	54623
NPAS2	4862
NEIL2	252969
SERPINB10	5273
RPS5P8	392424
CXCL1	2919
ZBTB26	57684
FOXN3-AS1	400236
LINC01146	283587
SIGLECL1	284369
REG1A	5967
RNU6-204P	106481241
RNA5SP482	100873724
GTF3AP2	106480682
BNIP3L	665
TSHZ1	10194
DERL1	79139
ZNF519	162655
LINC00673	100499467
RNU6-278P	106481767
RNU7-125P	106480818
PPIAP36	111082961
SNORD105B	100113382
FAM87B	400728
UBE2DNL	100131816
GINM1	116254
SNRNP48	154007
C2orf68	388969
TULP1	7287
RPS2P34	442426
RNU6-639P	106479849
RPS27AP14	100271378
LOC100421664	100421664
SMIM9	100132963
YPEL1	29799
CYP2C58P	106480430
RN7SKP111	106479144
RPL17P9	729301
PCSK1	5122
NMTRS-TGA3-1	100189512
ACTBP1	643309
RNA5SP438	100873687
USP4	7375
RN7SL342P	106479349
CLDN1	9076
COL6A4P1	344875
MRPS31P5	100887750
ZNF730	100129543
LPCAT1	79888
NIFKP9	106480805
RN7SL326P	106479342
RNF150	57484
LARP1BP2	106479034
SEMA3C	10512
KRT18P15	729211
TNFSF12	8742
DND1	373863
EPS8	2059
PHBP15	100873752
RPL21P72	100271181
LINC02880	285759
CD207	50489
LOC100996671	100996671
HLA-DRA	3122
RNU6-1097P	106480048
GLRA1	2741
KRTAP5-7	440050
CST11	140880
RNA5SP366	100873625
NARS2	79731
PPIC	5480
LINC00477	144360
ZNF286A	57335
LOC101928069	101928069
SLC25A2	83884
NXF4	55999
CP	1356
SLC22A13	9390
AK7	122481
MAGEL2	54551
C15orf40	123207
RNU6-709P	106479879
ELP4	26610
RNU6-129P	106479623
RPL23AP27	100271456
FOLR1	2348
RN7SL496P	106481058
BET1	10282
MSH6	2956
KRT8P35	100418747
PRAMEF27	101929983
OR1L8	138881
SLC41A1	254428
DTX1	1840
AGBL1	123624
FAM222A	84915
NKX2-5	1482
RPS13P1	100128305
TRIM51CP	100130105
RNA5SP155	100873421
RNU1-148P	106481635
GEMIN2	8487
RBMY1A1	5940
TNFRSF13C	115650
C19orf84	147646
CDCA7	83879
LINC01664	100996342
LINC00424	100874182
SNORD3H	109617016
ZBTB34	403341
ZEB1-AS1	220930
HADHB	3032
EGR4	1961
USP32P2	220594
ZNF114	163071
FAM71F1	84691
RNASE9	390443
PSME2P6	338098
CACNA1C-AS2	100874235
DNAL4	10126
RNA5SP422	100873673
SCD	6319
RNU6-937P	106479980
RPS6KA2-IT1	100874353
NEFM	4741
FAM245A	728218
MEA1	4201
MTRNR2L10	100463488
LMNB1	4001
LINC02177	101927009
WDR38	401551
NEK4	6787
SOCS7	30837
HACD4	401494
CCL25	6370
ENPP7P10	100421805
ACTR6	64431
RN7SL847P	106481152
PDCD1	5133
FTCD	10841
A3GALT2	127550
GPR148	344561
LINGO2	158038
SELENOW	6415
LINC01534	101927621
TMC2	117532
PPIP5K1	9677
LINC02247	105376310
GTDC1	79712
KRTAP20-4	100151643
OR4C3	256144
RNU6-159P	106480557
DHRS7C	201140
WBP1	23559
RO60	6738
H3P14	107986209
LOC105376291	105376291
RNU6-670P	106479863
ODF4	146852
TRIM16	10626
LY75-CD302	100526664
ABHD13	84945
WDR11-AS1	283089
FAM53B	9679
BRINP1	1620
SPATC1L	84221
HDC	3067
LOC100287704	100287704
MTCYBP39	109729152
RNU7-172P	106480828
RNA5SP257	100873511
POLR2G	5436
GLIS3	169792
CENPQ	55166
NKAPL	222698
SCRN2	90507
BEND5	79656
TMEM179	388021
USP25	29761
LINC01611	105377880
LARP1B	55132
B4GALNT2P1	106481717
MCIDAS	345643
NUCB1	4924
RN7SKP299	106480925
RNY1P7	100873806
PTPN21	11099
ZNF317P1	100288659
RPL34	6164
CLEC2A	387836
LINC02624	105378470
TBC1D5	9779
RN7SKP259	106481751
LINC02093	105371541
LIPA	3988
WNT3A	89780
KCNF1	3754
TAS2R4	50832
HIF3A	64344
OR1X1P	402236
CCDC93	54520
MIR325HG	101928469
EXD3	54932
ACTBP12	100462767
RBM28	55131
SLC9A3P3	728990
RN7SL332P	106479345
TBC1D14	57533
LOC101928834	101928834
FBXO47	494188
ADAMTS7	11173
RNA5SP293	100873546
IFT172	26160
SKAP1	8631
INPP5K	51763
FNDC5	252995
PAXX	286257
PABPC5-AS1	102724167
RPS29P4	100271123
LANCL1	10314
SBDS	51119
BSNDP4	106481726
HAL	3034
RN7SKP266	106479214
CXCL16	58191
FUT2	2524
RNU6-1188P	106480408
NONO	4841
CHIT1	1118
LRRC73	221424
RNU6-1312P	106481594
LRRC6P1	100420589
ZNRF3	84133
LOC101928254	101928254
MTND3P9	100873184
IFT57	55081
RNF151	146310
OR13C4	138804
NDUFB4P8	107075246
TMEM51	55092
LOC102724057	102724057
RNY4P18	100379298
CFAP97D1	284067
EVA1A	84141
SNORA26	677810
C6orf223	221416
NSUN5	55695
DUTP3	100861485
RN7SKP104	106480865
RFESD	317671
PWP1	11137
GCHFR	2644
ALG1L	200810
BTN3A1	11119
LINC02843	286238
VTI1B	10490
RN7SL418P	106480508
TRMT11	60487
OTOAP1	653786
SWI5	375757
H3P20	100289141
ATP2B3	492
CREB5	9586
SSH1	54434
RASEF	158158
ERICH2	285141
PRY	9081
SEMA4F	10505
RASSF1	11186
MED22	6837
IDI2-AS1	55853
ZNF322	79692
ALKAL2	285016
OSBPL10-AS1	100874206
LRRC37B	114659
KCNC1	3746
SLC10A4	201780
NUTM2E	283008
F2RL1	2150
RN7SKP134	106479154
MANEA-DT	101927288
RNA5SP264	100873517
LCA10	100996465
NMS	129521
FGFR1	2260
CCDC69	26112
CKAP2L	150468
RPL7P44	390413
SNORD8	319103
UBAP2L	9898
ACCS	84680
SH3PXD2A-AS1	100505839
C1GALT1	56913
MTND3P20	107075294
RN7SKP171	106480887
OR5H5P	79297
FEM1C	56929
TFPI2	7980
DUX4L19	643034
MRC1	4360
MAPK13	5603
TRADD	8717
PCDH1	5097
UHRF1BP1L	23074
TRIM43	129868
LOC100288146	100288146
CFTR	1080
USP17L21	100287478
HRAS	3265
IFIT1	3434
PRDM6	93166
OOSP1P1	106480251
EIF4A1P2	359792
RASSF5	83593
MIR302CHG	109864269
SLC30A2	7780
RNU6-934P	106481475
LRRC8D	55144
LINC01494	101928537
OR10J7P	391119
EPHA5-AS1	100144602
MTCYBP16	107075126
ZFAS1	441951
CLSPN	63967
C11orf21	29125
RYR2	6262
PAX4	5078
MTCO1P57	109729155
TAS2R8	50836
LDLR	3949
RNA5SP217	100873477
LOC728673	728673
BOK	666
LINC01115	339822
FAM96AP1	106480777
SYNDIG1L	646658
PRR3	80742
FAM204A	63877
ZNF835	90485
RASGRP1	10125
CCDC80	151887
LOC101927402	101927402
YBX1P9	100861470
RN7SL451P	106480377
RAB11AP1	100129731
NOP2	4839
ACBD7	414149
SLC39A5	283375
DXO	1797
LOC101927394	101927394
NF1	4763
LOC105376114	105376114
CACNA1C-AS1	100652846
SNORD114-24	767604
KLRD1	3824
AP1G1	164
ARHGAP26-IT1	100874372
IFNE	338376
SERPINA3	12
LINC00113	54088
LRRN2	10446
RSL1D1	26156
DGKB	1607
DHX32	55760
GRPEL2-AS1	106144529
FBL	2091
RNASE6	6039
BST2	684
KRTAP19-8	728299
HRCT1	646962
SRGAP1	57522
MKKS	8195
LINC02265	101060498
MUC16	94025
MIEF1	54471
LINC01968	100507391
LINC00189	193629
DDAH2	23564
ALOX15P2	642959
SCUBE1-AS2	105373051
TUBB8P3	132719
RN7SL302P	106479332
RN7SL690P	106479475
CSNK1G3	1456
CSTB	1476
SPARC	6678
ZMYM2	7750
USP17L1	401447
LINC01722	101929486
EVL	51466
PGPEP1L	145814
UNQ6494	100129066
PGM5-AS1	572558
RNA5SP118	100873388
PDK4	5166
PNLDC1	154197
STRN	6801
DUX4L16	728169
RNU1-88P	106481619
OR5P2	120065
NTS	4922
KLHDC2	23588
ENGASE	64772
LINC01989	101927239
GFRA4	64096
CCDC175	729665
MTND4P5	100873191
EIF2AK4	440275
MEX3B	84206
LOC100533643	100533643
PIGL	9487
VN1R107P	100312849
MYO15A	51168
CRHR2	1395
UBTFL7	646759
IL21	59067
PFKL	5211
THRIL	102659353
FUT5	2527
PKP1	5317
AKAP1	8165
LINC02560	110806301
ASTL	431705
IFT20	90410
SGSM1	129049
SLIT2	9353
RNA5SP66	100873301
ACTN4P1	344978
CCDC154	645811
RBMY1D	378949
GAPDHP62	100128961
ACAD10	80724
OR2Y1	134083
RNU6-965P	106481484
RN7SL101P	106479260
RHBDD2	57414
SAP30BP	29115
DPYSL2	1808
SAC3D1	29901
DEPP1	11067
LOC101928035	101928035
EMC1	23065
MYB	4602
RPS25P3	100271101
SPATA16	83893
ZDHHC20P2	100048908
MS4A8	83661
UFM1	51569
RNASE13	440163
KRT18P51	391703
MRPL49	740
OTOL1	131149
HSP90AB5P	442083
GTF2IRD2P1	401375
SEPTIN4	5414
TLE1	7088
MUSTN1	389125
DMRTB1	63948
IGFBP5	3488
RPL28	6158
RPSAP65	107075109
GAGE12J	729396
LOC100289518	100289518
RPS7P12	100270914
RNU1-149P	107048983
RPS23P5	100271093
RN7SL420P	106479377
PSMB8-AS1	100507463
PHF11	51131
KRT31	3881
MPDU1	9526
MTCO2P8	107075146
TPST2	8459
KRT5	3852
NUP214	8021
PRKCSH	5589
TMEM45B	120224
RN7SL336P	106479346
RPS12P25	646985
CEACAM8	1088
LIPC	3990
CLIC1	1192
THSD7B	80731
DKK4	27121
RN7SKP284	106479222
OR52B6	340980
LOC101929460	101929460
WTIP	126374
KRT18P67	100631239
RN7SKP148	106480467
DEFB4A	1673
RNU6-299P	106480389
RNA5SP282	100873535
GEMIN4	50628
RAD21	5885
TEX19	400629
RPL10P13	390345
SYF2P2	100128275
NDUFA7	4701
TRIM60P5Y	100420368
ZNF229	7772
C6orf118	168090
RNU6-565P	106481360
LINC01091	285419
HPGDS	27306
LINC02328	101928767
ZSCAN9	7746
INHBE	83729
LOC644456	644456
TCF24	100129654
SMARCAD1	56916
RNU6-1055P	107105256
CXXC1P1	392459
RNU6-1212P	106481943
LINC01206	100996490
MTND2P32	100873237
LINC01193	348120
HSPB11	51668
RN7SL610P	106479444
STAT4	6775
LY6D	8581
TBCCD1	55171
RN7SL654P	106479461
CD83	9308
LOC100421462	100421462
ZMYM4	9202
SUCLA2	8803
BDP1	55814
NRG3-AS1	101929590
PLK5	126520
TMEM249	340393
CYP2S1	29785
RBM8A	9939
ARFGAP2	84364
RNU4-88P	106479599
GTF2H2	2966
MIER3	166968
GOLGA8IP	283796
RN7SL214P	106479300
RPL7P4	100133037
CDC37L1-DT	101929351
ERO1A	30001
SMG1P4	100507526
PLEKHB1	58473
RNU6-1081P	106480636
ARR3	407
TIMM23	100287932
RPL31P2	140753
RN7SL47P	106479242
KRTAP12-1	353332
TRIM56	81844
MAP4K2	5871
RNA5SP119	100873389
APLP1	333
OR2L13	284521
RNU6-662P	106479860
KLHL28	54813
RNF208	727800
AGPS	8540
PSMC1P8	390297
RNU6-505P	106479790
PTPN9	5780
TMEM150C	441027
MTATP6P4	106480797
SCRT2	85508
GFOD1	54438
LAMTOR1	55004
RNU6-718P	106481406
PRORP	9692
PGLS	25796
ZNF436-AS1	148898
OTULINL	54491
RNU6-352P	106480573
LMF2	91289
RN7SL422P	106481038
ELAVL4	1996
LYPLA2	11313
COBLL1	22837
USP33	23032
C7orf26	79034
LINC00968	100507632
RBM5	10181
LINC01766	102723617
TAB2	23118
OR4A44P	403250
LOC100287335	100287335
ZNF431	170959
LRMDA	83938
PANX3	116337
ATF6	22926
SNORD57	26792
LOC100289568	100289568
TECRL	253017
SLC25A3	5250
SNORD115-28	100036565
MYO10	4651
PAPLN	89932
ASPDH	554235
PRDM13	59336
USP44	84101
CCZ1B	221960
LINC01743	255654
PHYHIPL	84457
OR4A16	81327
ZNF573	126231
OR7E1P	341128
CCNH	902
RNU6-1159P	106481939
DSCR10	259234
COLGALT1	79709
LOC100128770	100128770
EFCAB11	90141
NPIPB11	728888
ATP6V1C2	245973
IRF8	3394
IL21-AS1	100996941
FSD2	123722
JMJD1C-AS1	84989
LINC02685	221122
MTND3P7	100873183
EPHX3	79852
C8G	733
GCSIR	151484
SNCA	6622
ZBTB20-AS1	100131117
LOC102724737	102724737
RN7SKP213	106480899
SNORA22C	109616965
CALN1	83698
NUMB	8650
STARD3NL	83930
MAN2A1	4124
PHF20L1	51105
WASF3	10810
PRSS38	339501
RPL37P20	100271340
CARD18	59082
SLC39A2	29986
PPIAP69	111082982
PRICKLE2	166336
NUP43	348995
ORC4	5000
TRIM48	79097
ZNF335	63925
SLC66A1	54896
RNA5SP319	100873585
RNU6-426P	106479754
GRIA2	2891
ARMC9	80210
TUBGCP3	10426
PIAS3	10401
OR52E4	390081
MTND2P14	100873223
CDY14P	386736
UBA5	79876
PAPOLA	10914
LINC00445	100507114
ISL2	64843
AK8	158067
INGX	27160
RIPOR1	79567
KRT8P12	90133
FOXD4L1	200350
LINC02465	107986313
OR7E154P	403296
FOXD4L3	286380
ACKR3	57007
RNA5SP486	100873728
RNF17	56163
RPL22P19	644022
INO80	54617
LINC01519	101929624
SPEM1	374768
DDC	1644
PLS3	5358
GJB4	127534
LOC105375743	105375743
TSTD3	100130890
B4GALT1	2683
LNX1	84708
RNA5SP364	100873623
HM13-AS1	100874042
P3R3URF	110117498
RN7SKP273	106481821
TEPP	374739
ASCC3	10973
TTC13	79573
PANK1	53354
OR5AC2	81050
TIGD2	166815
BNIP3P2	100421754
EMX1	2016
ADAM10	102
LOC105373378	105373378
FOS	2353
DDX25	29118
PRR22	163154
SETMAR	6419
RNA5SP359	100873618
TMEM45A	55076
RNA5SP287	100873540
CLDN6	9074
GPRC5A	9052
UBE2Q2P12	100421768
HTR5A-AS1	100128264
LOC101929315	101929315
ADIPOQ	9370
RNU6-1168P	106481548
MAFF	23764
MRPL1	65008
STK40	83931
MCU	90550
ARHGAP8	23779
LINC00458	100507428
FBXW4	6468
SALL4P3	100131046
PEX6	5190
MARK3	4140
ACTL7B	10880
ULBP2	80328
IMPDH1	3614
DOCK4-AS1	100506413
SLC39A8	64116
RNU1-76P	106481617
RBFOX3	146713
VWA5A	4013
FER1L6-AS1	439941
RBM19	9904
MTTP	4547
CYFIP2	26999
YTHDF1	54915
DPY19L4	286148
RNU6-467P	106479772
SENP2	59343
CPXCR1	53336
MAGEA9	4108
ARMC4	55130
ANKRD7	56311
RPS27P18	100271380
LOC105375166	105375166
SLIT1-AS1	100505540
TGM7	116179
RNU2-31P	106480210
EHHADH	1962
DSCR9	257203
LINC02103	105374698
RNA5SP535	111644139
